38,303,18,22,52.534931,13.436699,61.80,23181200
38,111,18,22,52.534931,13.436699,61.80,23181200
38,99,18,22,52.534931,13.436699,61.80,23181200
39,93,18,22,52.534927,13.436698,62.10,23181300
38,91,18,22,52.534927,13.436698,62.10,23181300
38,94,18,22,52.534927,13.436698,62.10,23181300
39,88,18,22,52.534935,13.436712,62.10,23181400
38,91,18,22,52.534935,13.436712,62.20,23181400
38,93,18,22,52.534935,13.436712,62.20,23181400
39,88,18,22,52.534935,13.436712,62.20,23181400
38,93,18,22,52.534969,13.436735,62.70,23181500
38,94,18,22,52.534969,13.436735,62.70,23181500
38,90,18,22,52.534969,13.436735,62.70,23181500
39,94,18,22,52.534966,13.436730,62.80,23181600
39,90,18,22,52.534966,13.436730,62.80,23181600
38,90,18,22,52.534966,13.436730,62.80,23181600
38,93,18,22,52.534958,13.436725,62.80,23181700
