162,439,24,33,52.534393,13.435849,10.30
162,192,25,31,52.534378,13.435847,10.30
161,185,25,33,52.534378,13.435847,8.50
162,190,25,32,52.534374,13.435854,8.00
162,191,25,30,52.534374,13.435842,7.90
163,187,25,30,52.534374,13.435829,7.90
162,184,24,33,52.534374,13.435829,7.70
161,189,25,32,52.534370,13.435821,6.70
161,188,22,20,52.534370,13.435827,6.30
162,187,22,20,52.534367,13.435818,6.30
163,184,25,32,52.534367,13.435818,5.90
163,188,25,32,52.534367,13.435807,6.20
162,188,22,20,52.534370,13.435785,6.20
161,189,25,32,52.534374,13.435776,6.20
161,184,25,33,52.534374,13.435776,7.10
162,187,25,31,52.534374,13.435761,7.70
161,187,24,31,52.534370,13.435768,6.90
162,188,24,33,52.534370,13.435765,6.90
162,183,25,31,52.534370,13.435765,7.90
162,188,25,31,52.534370,13.435772,8.70
161,186,25,33,52.534378,13.435781,10.10
161,187,22,20,52.534370,13.435777,10.10
162,184,25,31,52.534370,13.435777,8.90
161,187,25,31,52.534370,13.435776,8.70
162,186,22,20,52.534370,13.435763,8.20
161,186,25,32,52.534370,13.435753,8.20
162,187,25,31,52.534370,13.435764,8.20
162,181,25,32,52.534370,13.435764,8.00
161,186,26,31,52.534363,13.435759,5.70
161,187,25,32,52.534359,13.435749,4.50
161,187,25,31,52.534355,13.435728,4.50
162,184,22,20,52.534355,13.435728,3.10
161,186,25,32,52.534351,13.435730,2.00
161,186,25,33,52.534348,13.435722,1.00
161,188,20,19,52.534348,13.435723,1.00
161,184,22,20,52.534348,13.435723,0.20
161,185,21,20,52.534348,13.435706,-0.20
161,187,25,31,52.534340,13.435704,-1.70
160,185,25,31,52.534340,13.435710,-1.70
161,181,25,31,52.534340,13.435710,-2.70
160,187,25,30,52.534336,13.435724,-3.70
160,187,22,20,52.534336,13.435733,-4.20
160,185,25,31,52.534332,13.435742,-4.20
160,181,22,20,52.534332,13.435742,-5.20
161,186,22,20,52.534332,13.435732,-5.20
160,186,21,20,52.534340,13.435729,-4.50
160,184,25,30,52.534344,13.435741,-4.50
160,181,25,31,52.534344,13.435741,-4.30
160,187,22,20,52.534348,13.435746,-4.30
160,183,25,32,52.534348,13.435746,-3.50
160,184,25,32,52.534348,13.435756,-3.60
159,184,22,20,52.534359,13.435749,-3.60
159,181,22,20,52.534359,13.435749,-1.20
159,185,22,20,52.534370,13.435755,1.60
160,186,25,31,52.534382,13.435771,5.00
160,183,22,20,52.534389,13.435793,5.00
159,181,25,31,52.534389,13.435793,8.50
160,184,22,20,52.534363,13.435748,-0.10
159,187,22,20,52.534370,13.435733,-1.00
159,184,25,32,52.534378,13.435727,-1.00
160,181,21,20,52.534378,13.435727,-0.60
159,184,22,20,52.534370,13.435721,-1.00
159,187,22,20,52.534359,13.435745,-1.30
159,186,22,20,52.534359,13.435730,-1.20
159,185,25,31,52.534363,13.435719,-1.20
159,181,22,20,52.534363,13.435719,-1.30
159,184,22,20,52.534359,13.435743,-0.90
159,183,22,20,52.534367,13.435729,-0.70
158,184,22,20,52.534363,13.435720,-0.70
158,182,25,31,52.534363,13.435720,4.30
159,184,22,20,52.534370,13.435736,5.80
158,184,25,31,52.534363,13.435724,6.20
158,185,22,20,52.534348,13.435747,6.20
159,181,25,32,52.534348,13.435747,7.00
158,183,26,31,52.534340,13.435752,7.70
158,183,22,20,52.534328,13.435761,7.90
158,183,22,20,52.534325,13.435770,7.90
158,180,26,31,52.534325,13.435770,8.50
158,183,26,31,52.534317,13.435781,9.00
158,185,25,31,52.534306,13.435774,9.90
159,182,22,20,52.534306,13.435790,9.90
157,178,25,32,52.534306,13.435790,10.00
158,183,25,31,52.534298,13.435785,8.00
158,185,25,31,52.534294,13.435778,3.40
158,183,22,20,52.534290,13.435765,3.40
158,177,25,33,52.534290,13.435765,1.10
157,186,26,32,52.534245,13.435655,1.10
156,180,25,30,52.534245,13.435655,-1.10
157,182,22,20,52.534256,13.435620,-0.90
157,185,25,32,52.534271,13.435634,-3.50
157,182,22,20,52.534286,13.435660,-3.50
157,179,25,31,52.534286,13.435660,-3.90
157,184,25,30,52.534298,13.435665,-4.30
157,185,25,32,52.534302,13.435676,-3.70
157,183,22,20,52.534313,13.435664,-3.70
157,179,26,32,52.534313,13.435664,-3.50
158,181,26,31,52.534317,13.435665,-5.20
157,184,25,32,52.534321,13.435668,-6.30
157,182,25,32,52.534317,13.435655,-7.40
157,183,26,30,52.534321,13.435654,-7.40
157,179,25,32,52.534321,13.435654,-7.70
156,183,25,32,52.534321,13.435646,-8.00
157,182,22,20,52.534321,13.435650,-8.30
157,182,22,20,52.534321,13.435653,-8.30
157,180,22,20,52.534321,13.435653,-8.30
157,181,22,20,52.534325,13.435655,-8.40
157,183,25,31,52.534325,13.435650,-9.00
156,184,22,20,52.534325,13.435643,-9.00
156,178,25,32,52.534325,13.435643,-10.20#
156,181,26,31,52.534325,13.435635,-11.60#
156,183,22,20,52.534325,13.435627,-13.70#
157,183,25,32,52.534325,13.435621,-13.70#
156,179,26,31,52.534325,13.435621,-15.80#
157,181,25,31,52.534340,13.435645,-10.10#
156,182,22,20,52.534344,13.435652,-7.90
158,181,25,31,52.534348,13.435676,-7.90
157,180,22,20,52.534348,13.435676,-16.40#
157,180,25,31,52.534355,13.435701,-17.50#
157,182,25,31,52.534355,13.435718,-27.30#
156,184,26,31,52.534351,13.435734,-27.70#
156,183,25,31,52.534351,13.435744,-27.70#
156,178,22,20,52.534351,13.435744,-28.00#
156,180,20,19,52.534351,13.435755,-27.50#
156,182,22,20,52.534351,13.435765,-26.50#
157,182,26,31,52.534351,13.435772,-26.50#
156,178,23,19,52.534351,13.435772,-25.60#
156,183,25,31,52.534348,13.435779,-24.90#
156,181,26,31,52.534348,13.435809,-24.60#
156,180,23,19,52.534351,13.435831,-24.60#
156,178,22,20,52.534351,13.435831,-24.20#
156,183,22,20,52.534355,13.435893,-23.80#
156,181,26,32,52.534355,13.435956,-23.40#
156,183,25,32,52.534359,13.436024,-23.40#
156,179,26,31,52.534359,13.436024,-23.40#
156,181,26,31,52.534363,13.436081,-23.20#
156,180,25,31,52.534370,13.436137,-22.20#
156,182,25,31,52.534374,13.436173,-21.40#
156,180,25,31,52.534374,13.436220,-21.40#
156,178,25,31,52.534374,13.436220,-20.80#
156,181,22,20,52.534386,13.436277,-18.00#
156,179,25,31,52.534378,13.436287,-18.00#
155,176,26,32,52.534378,13.436287,-12.90#
156,183,26,32,52.534374,13.436288,-17.30#
156,182,25,31,52.534374,13.436322,-16.90#
156,180,25,30,52.534382,13.436346,-15.90#
155,181,26,32,52.534382,13.436370,-15.90#
156,176,25,31,52.534382,13.436370,-13.20#
155,182,22,20,52.534374,13.436407,-13.20#
155,177,22,20,52.534374,13.436407,-4.10
155,182,22,20,52.534382,13.436400,-1.60
155,180,25,31,52.534405,13.436340,1.80
156,180,22,20,52.534401,13.436346,2.20
156,181,22,20,52.534405,13.436352,2.20
155,179,26,30,52.534405,13.436352,2.10
155,181,25,31,52.534386,13.436377,4.50
155,182,26,32,52.534378,13.436380,4.50
155,178,25,30,52.534378,13.436380,4.90
155,179,25,31,52.534363,13.436393,6.30
155,182,26,32,52.534370,13.436446,6.30
155,178,26,32,52.534370,13.436446,-4.60
155,180,26,30,52.534374,13.436510,-4.20
155,181,25,31,52.534374,13.436540,-5.90
155,180,25,31,52.534378,13.436547,-5.90
154,179,25,31,52.534378,13.436547,-5.20
155,179,26,32,52.534386,13.436555,-4.20
154,180,25,32,52.534386,13.436563,-3.20
154,181,26,32,52.534393,13.436549,-3.20
153,177,25,31,52.534393,13.436549,-1.50
154,180,22,20,52.534405,13.436561,0.70
155,182,26,31,52.534409,13.436563,2.20
154,182,23,19,52.534416,13.436560,3.50
155,178,25,31,52.534416,13.436558,3.50
154,176,26,30,52.534416,13.436558,4.70
154,180,26,31,52.534420,13.436559,4.30
154,180,26,32,52.534420,13.436536,2.60
154,181,26,32,52.534424,13.436514,2.60
154,176,22,20,52.534424,13.436514,3.20
155,179,26,32,52.534424,13.436495,5.20
154,179,26,31,52.534424,13.436467,4.80
154,182,22,20,52.534424,13.436449,4.80
154,177,25,31,52.534424,13.436449,11.50
155,179,26,31,52.534424,13.436434,12.30
154,180,26,31,52.534428,13.436425,12.70
154,182,22,20,52.534431,13.436417,12.70
154,177,26,32,52.534431,13.436417,12.70
