408,651,22,31,52.610378,13.365998,0.00,12082601
408,457,22,31,52.610378,13.365998,0.00,12082601
409,419,22,32,52.610378,13.365998,0.00,12082601
409,410,22,31,52.610382,13.365992,0.00,12082700
410,407,22,31,52.610382,13.365992,49.40,12082700
410,409,22,31,52.610382,13.365992,49.40,12082700
411,408,22,32,52.610382,13.365992,49.40,12082700
411,406,22,31,52.610382,13.365991,49.50,12082800
410,405,22,32,52.610382,13.365991,49.50,12082800
411,404,22,31,52.610382,13.365991,49.50,12082800
411,403,22,31,52.610386,13.365993,49.70,12082900
411,406,22,31,52.610386,13.365993,49.70,12082900
411,408,22,31,52.610386,13.365993,49.70,12082900
411,408,22,32,52.610386,13.365992,49.70,12083000
411,409,22,31,52.610386,13.365992,49.60,12083000
411,409,22,31,52.610386,13.365992,49.60,12083000
411,409,22,31,52.610386,13.365992,49.60,12083000
411,408,22,32,52.610382,13.365993,49.70,12083100
411,408,22,31,52.610382,13.365993,49.70,12083100
410,408,22,31,52.610382,13.365993,49.70,12083100
410,407,22,32,52.610378,13.366000,49.70,12083200
410,408,22,31,52.610378,13.366000,49.90,12083200
411,408,22,32,52.610378,13.366000,49.90,12083200
410,408,22,31,52.610378,13.366000,49.90,12083200
411,409,22,31,52.610378,13.366003,50.00,12083300
410,409,22,31,52.610378,13.366003,50.00,12083300
410,409,23,31,52.610378,13.366003,50.00,12083300
411,408,22,31,52.610382,13.366000,49.90,12083400
411,412,22,31,52.610382,13.366000,49.90,12083400
411,413,23,31,52.610382,13.366000,49.90,12083400
411,414,22,31,52.610382,13.365997,49.90,12083500
410,413,22,31,52.610382,13.365997,50.00,12083500
409,410,22,31,52.610382,13.365997,50.00,12083500
409,408,22,31,52.610382,13.365997,50.00,12083500
408,407,22,31,52.610382,13.365997,50.00,12083600
408,407,23,30,52.610382,13.365997,50.00,12083600
407,412,22,31,52.610382,13.365997,50.00,12083600
407,422,22,31,52.610382,13.365998,50.20,12083700
407,422,23,30,52.610382,13.365998,50.20,12083700
407,429,22,31,52.610382,13.365998,50.20,12083700
407,430,22,31,52.610382,13.365998,50.20,12083700
406,417,22,31,52.610386,13.365993,50.40,12083800
406,414,22,31,52.610386,13.365993,50.40,12083800
405,411,22,31,52.610386,13.365993,50.40,12083800
405,408,23,31,52.610382,13.365994,50.50,12083900
404,406,23,30,52.610382,13.365994,50.50,12083900
404,404,23,30,52.610382,13.365994,50.50,12083900
404,402,23,30,52.610386,13.365993,50.50,12084000
404,401,22,25,52.610386,13.365993,50.40,12084000
404,401,23,30,52.610386,13.365993,50.40,12084000
404,400,23,30,52.610386,13.365993,50.40,12084000
404,405,23,30,52.610382,13.365992,50.10,12084100
403,409,23,30,52.610382,13.365992,50.10,12084100
403,407,23,30,52.610382,13.365992,50.10,12084100
402,406,23,30,52.610386,13.365989,49.90,12084200
402,401,23,30,52.610386,13.365989,49.90,12084200
402,403,23,30,52.610386,13.365989,49.90,12084200
402,406,23,30,52.610386,13.365996,49.90,12084300
402,404,23,30,52.610386,13.365996,49.70,12084300
402,405,23,30,52.610386,13.365996,49.70,12084300
402,403,23,30,52.610386,13.365996,49.70,12084300
401,404,23,31,52.610378,13.366009,49.70,12084400
402,401,23,30,52.610378,13.366009,49.70,12084400
402,401,23,30,52.610378,13.366009,49.70,12084400
402,401,23,30,52.610371,13.366015,49.70,12084500
400,400,23,30,52.610371,13.366015,50.00,12084500
400,402,23,30,52.610371,13.366015,50.00,12084500
400,478,23,30,52.610371,13.366015,50.00,12084500
398,447,23,26,52.610359,13.366012,50.30,12084600
397,422,23,30,52.610359,13.366012,50.30,12084600
396,415,23,30,52.610359,13.366012,50.30,12084600
395,410,23,30,52.610352,13.366003,50.30,12084700
395,407,23,30,52.610352,13.366003,50.30,12084700
393,402,23,30,52.610352,13.366003,50.30,12084700
392,395,23,30,52.610348,13.365993,50.30,12084800
391,395,24,30,52.610348,13.365993,50.30,12084800
391,393,23,30,52.610348,13.365993,50.30,12084800
389,391,23,30,52.610348,13.365993,50.30,12084800
388,386,23,32,52.610340,13.365989,50.30,12084900
387,384,23,19,52.610340,13.365989,50.30,12084900
