308,518,21,22,52.610340,13.365677,0.00,12131000
308,352,21,20,52.610340,13.365677,0.00,12131000
308,314,21,20,52.610340,13.365677,0.00,12131000
307,303,21,22,52.610340,13.365677,0.00,12131000
307,297,21,26,52.610340,13.365678,106.60,12131100
307,522,21,21,52.610340,13.365679,107.60,12131200
308,356,21,20,52.610340,13.365679,107.60,12131200
308,317,21,20,52.610340,13.365679,107.60,12131200
310,306,21,23,52.610340,13.365679,107.60,12131200
311,304,21,20,52.610336,13.365683,109.00,12131300
310,300,21,20,52.610336,13.365683,109.00,12131300
309,300,21,20,52.610336,13.365683,109.00,12131300
309,299,21,20,52.610336,13.365686,110.10,12131400
309,299,21,20,52.610336,13.365686,110.10,12131400
309,300,21,20,52.610336,13.365686,110.10,12131400
308,297,21,20,52.610336,13.365689,110.10,12131500
308,297,21,20,52.610336,13.365689,111.40,12131500
308,298,21,20,52.610336,13.365689,111.40,12131500
309,298,21,22,52.610336,13.365689,111.40,12131500
309,299,21,20,52.610336,13.365689,112.40,12131600
309,299,21,20,52.610336,13.365689,112.40,12131600
310,300,21,20,52.610336,13.365689,112.40,12131600
310,299,21,20,52.610336,13.365690,113.60,12131700
310,300,21,21,52.610336,13.365690,113.60,12131700
311,300,21,20,52.610336,13.365690,113.60,12131700
312,302,21,21,52.610336,13.365691,113.60,12131800
312,301,21,20,52.610336,13.365691,114.80,12131800
313,301,21,20,52.610336,13.365691,114.80,12131800
313,302,21,20,52.610336,13.365691,114.80,12131800
313,303,21,20,52.610336,13.365694,116.20,12131900
314,303,21,20,52.610336,13.365694,116.20,12131900
315,303,21,20,52.610336,13.365694,116.20,12131900
315,304,21,20,52.610336,13.365697,116.20,12132000
314,304,21,22,52.610336,13.365697,117.60,12132000
313,302,21,20,52.610336,13.365697,117.60,12132000
313,304,21,20,52.610336,13.365697,117.60,12132000
314,303,21,22,52.610336,13.365704,119.30,12132100
314,302,21,20,52.610336,13.365704,119.30,12132100
314,302,21,20,52.610336,13.365704,119.30,12132100
315,303,21,20,52.610332,13.365705,120.00,12132200
315,304,21,20,52.610332,13.365705,120.00,12132200
315,304,21,20,52.610332,13.365705,120.00,12132200
316,303,21,21,52.610332,13.365705,120.00,12132300
315,303,21,21,52.610332,13.365705,120.30,12132300
314,303,21,21,52.610332,13.365705,120.30,12132300
314,303,21,20,52.610332,13.365705,120.30,12132300
315,301,21,20,52.610332,13.365706,120.50,12132400
315,303,21,20,52.610332,13.365706,120.50,12132400
315,302,21,20,52.610332,13.365706,120.50,12132400
317,516,21,22,52.610329,13.365711,120.70,12132600
317,361,21,20,52.610329,13.365711,120.70,12132600
317,320,21,20,52.610329,13.365711,120.70,12132600
318,311,21,20,52.610329,13.365715,120.70,12132700
318,307,21,20,52.610329,13.365715,121.00,12132700
317,305,21,20,52.610329,13.365715,121.00,12132700
317,303,21,20,52.610329,13.365715,121.00,12132700
317,304,21,21,52.610329,13.365719,121.30,12132800
317,305,21,20,52.610329,13.365719,121.30,12132800
317,303,21,20,52.610329,13.365719,121.30,12132800
317,302,20,32,52.610329,13.365719,121.30,12132900
317,302,21,20,52.610329,13.365719,121.30,12132900
317,305,21,20,52.610329,13.365719,121.30,12132900
319,513,20,21,52.610329,13.365723,121.60,12133100
320,359,21,20,52.610329,13.365723,121.60,12133100
320,324,21,20,52.610329,13.365723,121.60,12133100
317,516,20,21,52.610332,13.365720,121.70,12133300
316,361,21,26,52.610332,13.365720,121.70,12133300
314,321,21,20,52.610332,13.365720,121.70,12133300
313,308,21,20,52.610332,13.365721,121.70,12133400
313,304,21,20,52.610332,13.365721,121.70,12133400
314,303,21,20,52.610332,13.365721,121.70,12133400
314,303,21,20,52.610332,13.365721,121.70,12133400
315,303,21,20,52.610329,13.365720,121.40,12133500
315,303,21,20,52.610329,13.365720,121.40,12133500
314,518,21,22,52.610329,13.365720,121.40,12133700
312,358,21,20,52.610329,13.365720,121.40,12133700
313,523,20,21,52.610329,13.365720,121.50,12133700
313,361,21,20,52.610329,13.365720,121.50,12133700
314,321,21,20,52.610329,13.365720,121.50,12133700
313,308,20,21,52.610329,13.365718,121.50,12133800
313,305,21,21,52.610329,13.365718,121.20,12133800
312,303,21,20,52.610329,13.365718,121.20,12133800
311,301,21,20,52.610329,13.365718,121.20,12133800
310,302,21,20,52.610329,13.365718,121.10,12133900
310,298,21,20,52.610329,13.365718,121.10,12133900
309,298,21,20,52.610329,13.365718,121.10,12133900
304,507,20,21,52.610325,13.365721,0.00,12134200
303,352,21,20,52.610325,13.365721,121.00,12134200
303,312,21,20,52.610325,13.365721,121.00,12134200
303,298,21,22,52.610325,13.365721,121.00,12134200
303,294,21,20,52.610325,13.365720,120.90,12134300
302,292,21,20,52.610325,13.365720,120.90,12134300
298,503,20,21,52.610325,13.365721,0.00,12134800
