90,328,21,20,52.54,13.44,39.10
104,156,21,20,52.54,13.44,39.10
108,152,21,20,52.54,13.44,39.50
116,164,21,20,52.54,13.44,51.80
121,168,21,20,52.54,13.44,50.30
122,167,21,20,52.54,13.44,50.30
122,165,22,20,52.54,13.44,52.50
120,160,22,20,52.54,13.44,55.80
117,164,22,20,52.54,13.44,54.80
113,159,22,20,52.54,13.44,54.80
112,156,22,20,52.54,13.44,52.40
109,154,22,20,52.54,13.44,52.40
108,152,22,20,52.54,13.44,62.00
105,155,22,20,52.54,13.44,71.50
102,160,22,20,52.54,13.44,84.50
100,157,22,20,52.54,13.44,84.50
99,144,22,20,52.54,13.44,91.20
96,151,22,20,52.54,13.44,86.00
94,152,22,20,52.54,13.44,79.80
92,147,22,20,52.54,13.44,79.80
91,137,22,20,52.54,13.44,81.10
90,145,22,20,52.54,13.44,82.40
87,142,23,19,52.54,13.44,82.90
86,148,23,19,52.54,13.44,81.90
84,145,23,19,52.54,13.44,81.90
83,133,23,19,52.54,13.44,78.00
82,139,23,19,52.54,13.44,76.60
80,140,23,19,52.54,13.44,81.30
79,140,23,19,52.54,13.44,78.40
78,134,23,19,52.54,13.44,78.40
77,131,22,20,52.54,13.44,76.50
77,139,23,19,52.54,13.44,76.10
75,139,23,19,52.54,13.44,76.00
74,133,22,20,52.54,13.44,76.00
74,129,22,20,52.54,13.44,72.00
73,132,22,20,52.54,13.44,72.00
72,135,22,20,52.54,13.44,69.20
72,137,22,20,52.54,13.44,68.70
72,135,22,20,52.54,13.44,68.70
72,130,22,20,52.54,13.44,65.30
71,131,22,20,52.54,13.44,60.80
70,127,22,20,52.54,13.44,56.20
70,131,22,20,52.54,13.44,56.20
70,124,22,20,52.54,13.44,56.90
69,132,22,20,52.54,13.44,56.90
69,128,22,20,52.54,13.44,56.40
69,129,22,20,52.54,13.44,54.50
68,130,22,20,52.54,13.44,54.50
68,123,22,20,52.54,13.44,53.70
67,129,22,20,52.54,13.44,53.70
66,127,22,20,52.54,13.44,53.40
66,130,22,20,52.54,13.44,53.30
65,129,22,20,52.54,13.44,53.30
65,123,22,20,52.54,13.44,53.40
65,129,22,20,52.54,13.44,53.40
65,124,22,20,52.54,13.44,54.20
65,129,22,20,52.54,13.44,53.30
64,133,22,20,52.54,13.44,52.90
64,127,22,20,52.54,13.44,52.90
64,122,22,20,52.54,13.44,52.70
64,129,22,20,52.54,13.44,53.60
63,130,22,20,52.54,13.44,53.40
63,129,22,20,52.54,13.44,53.40
63,122,22,20,52.54,13.44,51.40
63,125,22,20,52.54,13.44,50.80
62,128,22,20,52.54,13.44,49.10
62,130,22,20,52.54,13.44,49.70
62,129,22,20,52.54,13.44,49.70
61,120,22,20,52.54,13.44,49.30
61,127,22,20,52.54,13.44,49.40
61,129,22,20,52.54,13.44,48.70
61,128,22,20,52.54,13.44,48.70
60,121,22,20,52.54,13.44,48.90
60,128,22,20,52.54,13.44,48.90
60,116,22,20,52.54,13.44,49.50
59,127,22,20,52.54,13.44,49.20
59,127,22,20,52.54,13.44,49.30
59,129,22,20,52.54,13.44,49.30
59,117,22,20,52.54,13.44,49.70
58,126,22,20,52.54,13.44,49.70
58,127,22,20,52.54,13.44,50.90
58,130,22,20,52.54,13.44,50.90
58,121,22,20,52.54,13.44,51.60
58,133,22,20,52.54,13.44,51.30
58,126,22,20,52.54,13.44,51.00
58,129,22,20,52.54,13.44,51.00
58,116,22,20,52.54,13.44,50.80
58,124,22,20,52.54,13.44,52.20
58,128,22,20,52.54,13.44,51.50
57,125,22,20,52.54,13.44,52.70
57,126,22,20,52.54,13.44,52.70
58,117,22,20,52.54,13.44,52.40
57,125,22,20,52.54,13.44,54.60
57,121,22,20,52.54,13.44,54.70
56,128,22,20,52.54,13.44,52.60
56,122,22,20,52.54,13.44,52.60
56,124,22,20,52.54,13.44,51.80
57,123,22,20,52.54,13.44,51.00
57,128,22,20,52.54,13.44,54.80
57,120,21,20,52.54,13.44,54.80
57,115,22,20,52.54,13.44,52.30
56,125,22,20,52.54,13.44,56.90
57,128,21,20,52.54,13.44,54.70
57,126,21,20,52.54,13.44,55.20
56,124,21,20,52.54,13.44,55.20
56,113,21,20,52.54,13.44,54.60
55,130,21,20,52.54,13.44,55.00
55,124,21,20,52.54,13.44,55.60
55,124,21,20,52.54,13.44,54.60
55,123,21,20,52.54,13.44,54.60
55,114,21,20,52.54,13.44,55.20
56,123,21,20,52.54,13.44,53.70
55,125,21,20,52.54,13.44,53.40
55,124,21,20,52.54,13.44,53.40
55,112,21,20,52.54,13.44,50.30
54,123,21,20,52.54,13.44,50.30
55,115,21,20,52.54,13.44,49.30
56,123,21,20,52.54,13.44,49.40
56,125,21,20,52.54,13.44,49.40
57,115,21,20,52.54,13.44,47.80
58,123,21,20,52.54,13.44,47.80
58,111,21,20,52.54,13.44,46.10
58,124,21,20,52.54,13.44,45.80
59,126,21,20,52.54,13.44,45.80
58,113,21,20,52.54,13.44,46.50
58,129,21,20,52.54,13.44,46.50
59,111,21,20,52.54,13.44,46.50
59,123,21,20,52.54,13.44,44.10
58,123,21,20,52.54,13.44,44.30
58,119,21,20,52.54,13.44,44.30
58,118,21,20,52.54,13.44,43.90
58,124,21,20,52.54,13.44,44.00
58,126,21,20,52.54,13.44,44.20
58,124,21,20,52.54,13.44,44.20
57,113,21,20,52.54,13.44,44.30
58,119,22,20,52.54,13.44,43.60
57,118,22,20,52.54,13.44,43.60
57,115,22,20,52.54,13.44,43.60
57,115,21,20,52.54,13.44,43.10
56,120,22,20,52.54,13.44,43.10
55,112,21,20,52.54,13.44,42.50
54,123,22,20,52.54,13.44,42.30
55,122,21,20,52.54,13.44,42.30
55,123,22,20,52.54,13.44,42.30
55,107,22,20,52.54,13.44,42.60
53,117,22,20,52.54,13.44,42.60
51,119,22,20,52.54,13.44,42.50
50,124,22,20,52.54,13.44,42.50
50,104,22,20,52.54,13.44,42.70
51,119,22,20,52.54,13.44,42.50
50,116,22,20,52.54,13.44,42.10
49,114,22,20,52.54,13.44,41.90
50,119,22,20,52.54,13.44,41.90
50,109,22,20,52.54,13.44,41.30
50,115,21,20,52.54,13.44,41.10
51,124,22,20,52.54,13.44,40.50
52,113,21,20,52.54,13.44,40.50
53,113,22,20,52.54,13.44,40.20
55,121,21,20,52.54,13.44,40.20
55,108,22,20,52.54,13.44,40.20
56,130,21,20,52.54,13.44,40.10
58,118,21,20,52.54,13.44,40.60
59,127,22,20,52.54,13.44,40.60
60,111,22,20,52.54,13.44,40.20
60,128,21,20,52.54,13.44,40.10
60,121,22,20,52.54,13.44,39.80
61,125,22,20,52.54,13.44,39.80
61,112,22,20,52.54,13.44,40.10
61,122,22,20,52.54,13.44,40.00
62,121,22,20,52.54,13.44,39.50
62,122,22,20,52.54,13.44,39.20
62,124,22,20,52.54,13.44,39.20
62,118,22,20,52.54,13.44,39.00
62,120,21,20,52.54,13.44,38.50
62,120,21,20,52.54,13.44,38.20
61,119,22,20,52.54,13.44,38.20
61,118,22,20,52.54,13.44,38.60
61,120,22,20,52.54,13.44,38.60
61,119,22,20,52.54,13.44,38.40
61,122,22,20,52.54,13.44,38.60
61,120,22,20,52.54,13.44,38.60
61,110,22,20,52.54,13.44,39.00
60,123,22,20,52.54,13.44,39.00
61,114,22,20,52.54,13.44,39.30
60,131,22,20,52.54,13.44,39.30
60,123,22,20,52.54,13.44,39.30
60,112,22,20,52.54,13.44,39.60
60,128,22,20,52.54,13.44,39.80
59,124,22,20,52.54,13.44,40.30
58,120,22,20,52.54,13.44,40.40
58,120,22,20,52.54,13.44,40.40
58,110,22,20,52.54,13.44,40.30
57,120,22,20,52.54,13.44,40.30
56,120,22,20,52.54,13.44,40.30
56,120,22,20,52.54,13.44,40.30
56,109,22,20,52.54,13.44,40.40
55,124,22,20,52.54,13.44,40.40
56,106,22,20,52.54,13.44,40.20
55,119,22,20,52.54,13.44,39.90
54,119,22,20,52.54,13.44,39.90
54,109,22,20,52.54,13.44,40.10
53,118,22,20,52.54,13.44,40.10
53,109,22,20,52.54,13.44,40.30
52,116,22,20,52.54,13.44,40.60
52,115,22,20,52.54,13.44,40.60
51,109,22,20,52.54,13.44,40.90
52,116,22,20,52.54,13.44,40.90
52,107,22,20,52.54,13.44,40.80
53,120,22,20,52.54,13.44,41.10
53,117,22,20,52.54,13.44,41.10
53,107,22,20,52.54,13.44,40.70
53,119,22,20,52.54,13.44,40.70
53,108,22,20,52.54,13.44,40.00
54,118,22,20,52.54,13.44,39.10
55,114,22,20,52.54,13.44,39.10
56,109,22,20,52.54,13.44,38.60
