mq2,mq135,temp,hum,lat,lon,alt
1.96,74.80,34,14,52.470108,13.427549,74.6
1.87,72.75,34,14,52.470104,13.427528,74.6
1.87,70.73,34,14,52.470104,13.427528,75.1
1.87,72.75,34,14,52.470112,13.427527,75.3
1.87,70.73,34,14,52.470123,13.427517,75.9
1.87,72.75,34,14,52.470131,13.42751,75.9
1.87,68.76,34,14,52.470131,13.42751,76.5
1.79,72.75,33,14,52.470135,13.427505,76.3
1.87,72.75,33,14,52.470146,13.427507,76.2
1.87,74.80,34,14,52.470146,13.427497,76.2
1.87,70.73,34,14,52.470146,13.427497,76.5
2.05,72.75,34,14,52.470158,13.427494,76.5
1.96,72.75,34,14,52.47015,13.427481,75.6
1.87,72.75,34,14,52.47015,13.427463,75.9
1.87,74.80,34,14,52.470158,13.427455,75.9
1.87,70.73,33,14,52.470158,13.427455,76.3
1.87,74.80,33,14,52.470158,13.427443,77.2
1.87,72.75,33,14,52.470169,13.427442,77.5
1.96,74.80,33,14,52.470177,13.427434,77.5
1.87,70.73,33,14,52.470177,13.427434,77.9
1.96,74.80,34,14,52.470177,13.427423,79
1.87,74.80,33,14,52.470177,13.427416,79.6
1.87,74.80,34,14,52.470177,13.427411,79.6
1.87,70.73,34,14,52.470177,13.427411,80.6
1.87,72.75,34,14,52.470184,13.427397,81.4
1.87,72.75,34,14,52.470192,13.427387,82
1.87,72.75,34,14,52.470207,13.427384,83.2
1.87,74.80,34,14,52.470203,13.42737,83.2
1.87,72.75,33,14,52.470203,13.42737,83.8
1.87,74.80,34,14,52.470188,13.427347,83.4
1.87,74.80,34,14,52.470173,13.42732,82.2
1.87,72.75,34,14,52.470158,13.427301,82.2
1.87,70.73,34,13,52.470158,13.427301,81.8
1.79,72.75,34,14,52.470154,13.42728,81.4
1.87,70.73,34,14,52.470146,13.427265,82
1.79,70.73,34,14,52.470146,13.427248,82
1.79,68.76,34,14,52.470146,13.427248,82.2
1.70,70.73,34,14,52.470154,13.427238,81.2
1.87,70.73,34,14,52.470142,13.427221,81.6
1.79,70.73,34,13,52.470135,13.427209,82.4
1.79,70.73,34,14,52.470116,13.427196,82.4
1.79,66.82,34,14,52.470116,13.427196,83.3
1.79,70.73,34,14,52.470119,13.427185,83.8
1.79,70.73,34,14,52.470116,13.427164,84.3
1.79,70.73,34,14,52.470112,13.427139,84.3
1.79,68.76,34,14,52.470112,13.427139,84.5
1.79,70.73,34,14,52.470116,13.427128,84
1.79,72.75,34,14,52.470108,13.427116,85.6
1.70,70.73,34,14,52.470108,13.427106,85.6
1.79,68.76,34,14,52.470108,13.427106,85.6
1.70,70.73,34,14,52.470089,13.427081,85.9
1.79,70.73,34,14,52.470081,13.427061,86.3
1.79,72.75,34,14,52.470085,13.427048,86.1
1.79,70.73,34,14,52.470074,13.427032,86.1
1.87,68.76,34,14,52.470074,13.427032,85.8
1.79,70.73,34,13,52.470066,13.427012,85.4
1.79,72.75,34,14,52.470066,13.427006,85.2
1.79,70.73,34,14,52.470066,13.426981,85.2
1.79,68.76,34,14,52.470066,13.426981,84.5
1.79,70.73,34,14,52.470051,13.42695,84.3
1.79,68.76,34,13,52.470047,13.426929,84.1
1.79,68.76,34,14,52.470039,13.426913,84.1
1.70,68.76,34,14,52.470039,13.426913,83.6
1.70,68.76,34,13,52.470039,13.426888,83.8
1.70,68.76,34,14,52.470032,13.426867,83.9
1.79,68.76,34,14,52.470043,13.426859,83.1
1.79,70.73,34,14,52.470039,13.426851,83.1
1.79,68.76,34,14,52.470039,13.426851,82.7
1.79,70.73,34,13,52.470047,13.426829,83
1.79,72.75,34,14,52.470039,13.426816,83.2
1.70,72.75,34,14,52.470051,13.42681,83.2
1.70,68.76,34,14,52.470051,13.42681,82.6
1.70,70.73,34,14,52.470043,13.426806,83.3
1.62,68.76,34,14,52.470047,13.4268,83.2
1.62,68.76,34,14,52.470043,13.426792,83.2
1.62,64.93,33,13,52.470043,13.426792,83.6
1.62,66.82,34,13,52.470028,13.426784,84.1
1.70,68.76,34,13,52.47002,13.426771,84.2
1.70,70.73,33,13,52.470024,13.426742,84.2
1.70,70.73,33,14,52.47002,13.426728,84.2
1.70,68.76,33,14,52.47002,13.426728,84.3
1.70,68.76,34,13,52.470024,13.426713,84.4
