mq2,mq135,temp,hum,lat,lon,alt
523.43,1888.42,26,31,52.534485,13.436693,-5.7
523.43,1852.95,26,32,52.534485,13.436693,-3.9
523.43,1924.40,23,19,52.534504,13.436699,8.6
523.43,1924.40,23,19,52.534504,13.436709,7.9
535.53,1888.42,26,31,52.5345,13.436698,7.9
523.43,1783.54,26,32,52.5345,13.436698,6.4
535.53,1960.91,23,19,52.5345,13.436715,3.5
535.53,2112.26,26,31,52.534508,13.436658,7.5
535.53,1852.95,23,19,52.534473,13.436643,9.5
535.53,1997.94,26,32,52.534466,13.436553,9.5
535.53,1888.42,26,31,52.534466,13.436553,22.2
535.53,2035.50,26,32,52.534447,13.436495,17.2
535.53,1997.94,26,32,52.534447,13.436499,12
535.53,1817.99,26,32,52.534454,13.4363,29.3
535.53,1960.91,22,20,52.534451,13.436246,29.3
535.53,1683.17,26,32,52.534451,13.436246,29.4
535.53,2035.50,26,31,52.534443,13.436193,28.8
535.53,1924.40,26,32,52.534447,13.436154,29.7
547.84,1924.40,26,30,52.534439,13.436039,29.7
523.43,1852.95,22,20,52.534439,13.436039,31
511.54,1924.40,26,30,52.534424,13.436002,23.2
535.53,1997.94,26,31,52.534416,13.435999,11.1
535.53,1852.95,26,31,52.534416,13.436014,11.1
535.53,1852.95,26,31,52.534416,13.436014,6.8
535.53,1960.91,22,20,52.534405,13.436036,9.3
523.43,1960.91,26,31,52.534397,13.436046,14.5
523.43,1783.54,26,31,52.534416,13.436199,14.5
523.43,1997.94,26,32,52.534416,13.436199,2.7
523.43,2151.46,26,31,52.53442,13.436261,-4.6
523.43,2073.61,26,30,52.534428,13.436346,-8.8
535.53,1924.40,26,31,52.53442,13.43644,-8.8
523.43,1817.99,26,31,52.53442,13.43644,-12.6
523.43,1924.40,23,19,52.534409,13.436522,-9.3
523.43,2035.50,26,32,52.534401,13.436576,-5.6
523.43,1888.42,26,32,52.534378,13.43663,-5.6
523.43,1924.40,25,31,52.534378,13.43663,-6.5
511.54,1852.95,26,31,52.534382,13.436655,-13.6
511.54,2151.46,26,32,52.534386,13.436684,-15.5
511.54,1924.40,26,31,52.534378,13.436717,-15.5
523.43,1465.62,26,31,52.534378,13.436717,-10.5
511.54,1852.95,26,31,52.534382,13.436733,-9.6
523.43,2151.46,25,32,52.534378,13.43673,-8.4
511.54,2191.22,26,32,52.534378,13.436726,-7.5
511.54,1852.95,22,20,52.534382,13.436734,-7.5
511.54,1888.42,23,19,52.534382,13.436734,-6.5
523.43,1888.42,23,19,52.534382,13.436742,-4.6
523.43,1888.42,26,32,52.534386,13.436733,-2.5
511.54,1960.91,26,32,52.534382,13.436751,-2.5
511.54,1783.54,25,32,52.534382,13.436751,-2
523.43,1783.54,25,31,52.534386,13.436759,-2.6
511.54,1924.40,26,31,52.534367,13.436661,24.2
523.43,2073.61,26,32,52.534355,13.436625,24.2
511.54,1749.59,26,31,52.534355,13.436625,21
523.43,1888.42,26,31,52.53434,13.436549,33.1
511.54,2035.50,25,30,52.534313,13.436477,32.6
523.43,1716.13,26,32,52.534302,13.436431,32.6
523.43,1817.99,22,20,52.534302,13.436431,24.2
523.43,1924.40,23,19,52.534294,13.436402,20.9
523.43,1924.40,26,31,52.534283,13.436363,11.8
499.86,1650.68,22,20,52.534286,13.436301,11.8
511.54,1852.95,23,19,52.534286,13.436301,19.7
523.43,1924.40,26,31,52.534286,13.436275,40
523.43,1888.42,25,33,52.534286,13.436245,38.2
523.43,1997.94,25,32,52.53429,13.436187,38.2
523.43,1716.13,23,19,52.53429,13.436187,34
511.54,2112.26,23,19,52.534283,13.436154,28.8
523.43,2035.50,26,31,52.53429,13.436115,21.3
523.43,1997.94,22,20,52.534283,13.436103,21.3
523.43,1888.42,26,31,52.534283,13.436103,18.9
535.53,1587.14,23,19,52.534275,13.436087,18.9
511.54,1683.17,25,31,52.534275,13.436087,16.9
523.43,2151.46,22,20,52.534275,13.436048,22.6
523.43,1888.42,22,20,52.534286,13.436008,22.6
523.43,1852.95,25,31,52.534286,13.436008,24.6
523.43,1960.91,22,20,52.534294,13.435975,14.9
535.53,1852.95,25,30,52.534302,13.435944,11.7
